color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes,is_color,log_budget,log_gross,roi,review_ratio,votes_per_review,actor_lead_share,director_share,movie_age,imdb_binned
Color,Alejandro Monteverde,60,91,38,377,Ramon Rodriguez,625,8108247,Drama|Romance,Armando Riesco,9607,2747,Eduardo Verástegui,0,inter cultural|latino|restaurant|soccer|train,174,English,USA,PG-13,3300000,2006,464,1.85,0,1,15.00943333,15.90839237,1.456603151,2.852459016,54.89714286,0.227438137,0.013828239,20,HIT
Color,Mark L. Lester,101,98,73,129,Perry King,595,25445749,Action|Crime|Drama|Thriller,Roddy McDowall,6549,1105,Timothy Van Patten,4,back to school|city|high school|sadism|teacher,75,English,Canada,R,4300000,1982,251,1.85,934,1,15.27412581,17.05205929,4.916472681,0.735294118,86.17105263,0.537974684,0.066003617,44,HIT
Color,Jennifer Finnigan,1,97,246,491,Kenan Thompson,756,25445749,Comedy,Geoff Stults,557,3717,Josh Hopkins,5,bare breasts,3,English,USA,R,3300000,2014,521,16,0,1,15.00943333,17.05205929,6.708800061,1.5,139.25,0.203335126,0.066164605,12,AVG
Color,Eric Styles,16,92,4,405,Rupert Graves,631,7680,Drama|Romance,Samantha Morton,704,2020,Miriam Margolyes,0,love crime|love triangle|lust|sister sister relationship|unrequited love,18,English,USA,R,2000000,1999,443,2.35,100,1,14.50865824,8.946505026,-0.995662169,1.058823529,37.05263158,0.312221672,0.001979218,27,HIT
Color,Laurent Cantet,212,128,39,0,Agame Malembo-Emene,15,3766595,Drama,François Bégaudeau,29248,17,Angélica Sancio,7,high school|inner city|school|student|teacher,86,French,France,PG-13,20000000,2008,2,2.35,0,1,16.81124288,15.14168223,-0.811629669,0.403755869,336.183908,0.833333333,2.166666667,18,HIT
Color,Roman Polanski,215,136,2000,449,Mia Farrow,917,25445749,Drama|Horror,John Cassavetes,140527,2997,Charles Grodin,0,devil worship|incubus|paranoia|raped by a demon|satanism,447,English,USA,R,2300000,1968,563,1.85,13000,1,14.64842012,17.05205929,10.05899565,2.069444444,313.6763393,0.30587058,0.667111408,58,HIT
 Black and White,John Ford,107,113,673,332,Woody Strode,756,25445749,Drama|Western,Lee Marvin,53741,2693,Vera Miles,1,friend|funeral|outlaw|pistol|stagecoach,214,English,USA,Approved,3200000,1962,423,1.85,0,0,14.97866168,17.05205929,6.949624805,1.981481481,249.9581395,0.280623608,0.249814402,64,HIT
Color,Max Mayer,122,99,6,194,Terry Walters,828,2277396,Drama|Romance,Peter Gallagher,29239,1936,Amy Irving,0,apartment|asperger's syndrome|children|teacher|writer,70,English,USA,PG-13,20000000,2009,390,2.35,0,1,16.81124288,14.63854368,-0.886085896,0.569105691,411.8169014,0.427465152,0.003097574,17,HIT
Color,Joshua Marston,155,101,13,6,Wilson Guerrero,280,6517198,Crime|Drama,Catalina Sandino Moreno,30474,308,Yenny Paola Vega,0,colombia|colombian|drug mule|money|stomach,172,Spanish,Colombia,R,3000000,2004,11,1.85,0,1,14.91412318,15.68995524,1.172008664,1.102564103,176.150289,0.906148867,0.042071197,22,HIT
Color,Mike Mills,261,105,101,157,Lou Taylor Pucci,1000,5776314,Comedy|Drama|Romance,Goran Visnjic,73349,2016,Mary Page Keller,4,actress|cancer|death|french|gay relationship,142,English,USA,R,3200000,2010,394,1.85,15000,1,14.97866168,15.56927649,0.80484661,0.541984733,512.9300699,0.495785821,0.050074368,16,HIT
Color,John Gulager,130,95,38,898,Eric Dane,164000,25445749,Action|Comedy|Horror|Thriller,Krista Allen,25542,170118,Henry Rollins,0,bar|bloody body of child|dead boy|monster|vomiting,252,English,USA,R,3200000,2005,2000,2.35,0,1,14.97866168,17.05205929,6.949624805,1.923664122,100.9565217,0.964031061,0.000223373,21,HIT
Color,John Landis,94,109,644,559,Karen Allen,1000,141600000,Comedy,John Belushi,90177,3468,Tim Matheson,6,academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar,257,English,USA,R,3000000,1978,783,1.85,0,1,14.91412318,18.76851675,46.18460513,2.705263158,349.5232558,0.288267512,0.185644278,48,HIT
Color,Guy Hamilton,164,110,82,177,Gert Fröbe,387,51100000,Action|Adventure|Thriller,Honor Blackman,139432,1198,Lois Maxwell,2,bikini|covered in melted gold|fort knox|gold|pilot,418,English,UK,Approved,3000000,1964,202,1.37,0,1,14.91412318,17.74929507,16.02799067,2.533333333,332.7732697,0.322768974,0.068390325,62,HIT
Color,Brandon Cronenberg,188,108,43,463,Douglas Smith,691,25445749,Horror|Sci-Fi|Thriller,Sarah Gadon,9356,1962,Caleb Landry Jones,0,celebrity|injection|near future|scalpel|stabbed in the mouth,47,English,Canada,Not Rated,3200000,2012,480,1.85,0,1,14.97866168,17.05205929,6.949624805,0.248677249,194.9166667,0.352012226,0.021905247,14,AVG
Color,Frank Capra,206,118,964,248,Lionel Barrymore,488,25445749,Drama|Family|Fantasy|Romance,Donna Reed,275720,1844,Thomas Mitchell,0,angel|bank|guardian angel|second chance|small town life,706,English,USA,PG,3180000,1946,275,1.37,41000,1,14.97239207,17.05205929,6.999606727,3.410628019,389.9858557,0.264498645,0.522493225,80,HIT
Color,Danny Boyle,134,94,0,557,Shirley Henderson,2000,16501785,Drama,Kelly Macdonald,469561,3559,Ewen Bremner,4,drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal,514,English,UK,R,3500000,1996,887,1.85,21000,1,15.06827381,16.61897918,3.713734647,3.807407407,911.768932,0.561797753,0,30,HIT
Color,Spike Lee,53,115,0,360,Cedric the Entertainer,1000,38168022,Comedy|Documentary,Bernie Mac,4687,1964,Steve Harvey,0,backstage|comedian|concert film|emcee|stand up comedian,83,English,USA,R,3000000,2000,436,1.85,290,1,14.91412318,17.45750863,11.71876774,1.537037037,55.79761905,0.508905852,0,26,HIT
Color,Tod Williams,264,98,21,189,Molly Ephraim,438,84749884,Horror,Sprague Grayden,82133,1081,Micah Sloat,0,california|carlsbad california|house|nanny|security camera,359,English,USA,R,3000000,2010,332,1.85,14000,1,14.91412318,18.25521495,27.24088104,1.354716981,228.1472222,0.404805915,0.019408503,16,AVG
Color,Kirk Jones,94,91,52,482,David Kelly,773,24788807,Comedy,James Nesbitt,21245,1965,Fionnula Flanagan,0,dead body|death|lottery|small town|village,213,English,UK,PG,3000000,1998,588,2.35,0,1,14.91412318,17.02590282,7.260515495,2.242105263,99.27570093,0.39318413,0.026449644,28,HIT
 Black and White,Michael Moore,215,120,909,184,Dick Clark,909,21244913,Crime|Documentary|Drama,Michael Moore,123090,1779,Bill Clinton,2,bank|columbine|columbine high school killings|firearm|school shooting,888,English,Germany,R,4000000,2002,504,1.85,4000,0,15.20180517,16.87162808,4.310150712,4.111111111,138.4589426,0.510674157,0.510674157,24,HIT
Color,Yimou Zhang,85,109,611,4,Daoming Chen,878,377420,Drama,Li Gong,2789,900,Ni Yan,1,amnesia|cultural revolution|husband wife relationship|memory|political prisoner,20,Mandarin,China,PG-13,20000000,2014,10,2.35,0,1,16.81124288,12.84111655,-0.981079946,0.23255814,132.8095238,0.974472808,0.678135405,12,HIT
Color,Jack Sholder,138,87,28,217,Robert Rusler,426,30000000,Fantasy|Horror,Clu Gulager,43485,1472,Marshall Bell,0,freddy krueger|gay|gay subtext|homoeroticism|jock strap,327,English,USA,R,2200000,1985,359,1.85,0,1,14.60396837,17.21670797,12.63062244,2.352517986,132.5762195,0.289205703,0.019008826,41,AVG
Color,James Ivory,55,117,133,249,Rupert Graves,687,20966644,Drama|Romance,Julian Sands,29610,1665,Denholm Elliott,0,male nudity|male pubic hair|nude bathing|piano|pubic hair,94,English,UK,Unrated,3000000,1985,443,1.66,0,1,14.91412318,16.8584434,5.986885705,1.678571429,311.6842105,0.412364946,0.079831933,41,HIT
Color,James DeMonaco,361,85,65,535,Adelaide Kane,942,64423650,Horror|Sci-Fi|Thriller,Rhys Wakefield,139329,3708,Chris Mulkey,0,class differences|killing spree|one night|suburb|violence,578,English,USA,R,3000000,2013,810,2.35,31000,1,14.91412318,17.98099138,20.46772742,1.596685083,240.6373057,0.253976813,0.017524939,13,AVG
Color,Scott Derrickson,411,110,301,412,Victoria Leigh,1000,48056940,Horror|Mystery,Danielle Kotch,155153,2239,James Ransone,0,book|found footage|research|snuff film|writer,524,English,USA,R,3000000,2012,419,2.35,58000,1,14.91412318,17.68789714,15.01397534,1.27184466,295.5295238,0.446428571,0.134375,14,HIT
Color,David Raynr,24,113,9,12,Mikki Padilla,71,19184015,Biography|Comedy|Documentary,Nancy O'Dell,1466,159,Dayna Devon,1,actor name in title|colon in title|four word title|live performance|satire,35,English,USA,R,3000000,2002,65,1.85,63,1,14.91412318,16.76958799,5.392874042,1.4,40.72222222,0.44375,0.05625,24,AVG
Color,Richard Brooks,70,108,174,110,Judith Anderson,253,25445749,Drama|Romance,Burl Ives,33741,649,Jack Carson,0,cancer|football|homosexuality|marriage|mississippi,141,English,USA,Approved,3000000,1958,197,1.85,0,1,14.91412318,17.05205929,7.479423192,1.985915493,237.6126761,0.389230769,0.267692308,68,HIT
Color,Ted Post,78,95,57,158,Gregory Sierra,220,25445749,Action|Adventure|Sci-Fi,Linda Harrison,32378,1186,Victor Buono,0,ape|astronaut|mission|planet|rescue,150,English,USA,G,3000000,1970,162,2.35,0,1,14.91412318,17.05205929,7.479423192,1.898734177,214.4238411,0.185341196,0.048020219,56,HIT
Color,Charles Martin Smith,35,98,188,693,Bill Cobbs,2000,24629916,Comedy|Drama|Family|Sport,Kevin Zegers,12942,4277,Michael Jeter,0,basketball|boy|dog|dog movie|golden retriever,34,English,USA,PG,3000000,1997,970,1.85,902,1,14.91412318,17.0194724,7.207569477,0.944444444,369.7714286,0.467508181,0.043945769,29,AVG
Color,Kunihiko Yuyama,39,93,8,49,Eric Stuart,88,25445749,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Veronica Taylor,9066,373,Lisa Ortiz,0,ash|father|mother|pokemon|professor,55,Japanese,Japan,G,16000000,2000,82,1.85,38,1,16.58809934,17.05205929,0.590322417,1.375,161.8928571,0.235294118,0.021390374,26,AVG
Color,Tom McLoughlin,158,86,41,155,Ron Palillo,956,19472057,Horror|Thriller,Tony Goldwyn,25332,1862,Vincent Guastaferro,0,actual animal killed|death|jason voorhees|slasher flick|teen horror,307,English,USA,R,3000000,1986,316,1.85,0,1,14.91412318,16.78449107,5.488856048,1.93081761,82.24675325,0.513150832,0.022007515,40,AVG
Color,David Lean,122,161,767,87,Sessue Hayakawa,682,27200000,Adventure|Drama|War,William Holden,149444,1035,Jack Hawkins,2,allies|bridge|construction|jungle|sabotage,273,English,UK,PG,3000000,1957,119,2.35,0,1,14.91412318,17.11872757,8.063978674,2.219512195,545.4160584,0.658301158,0.74034749,69,HIT
Color,Patrick Read Johnson,16,100,32,175,Royal Dano,610,15369573,Adventure|Comedy|Sci-Fi,Ariana Richards,2580,1441,Tonya Lee Williams,1,alien|halloween|killer robot|outer space|wrestler costume,54,English,USA,PG,3000000,1990,232,1.85,710,1,14.91412318,16.5479004,4.121817061,3.176470588,46.90909091,0.423023578,0.022191401,36,AVG
Color,Alfred Hitchcock,67,120,13000,416,Bruce Dern,897,25445749,Comedy|Thriller,Ed Lauter,15293,2811,William Devane,1,actor|diamond|heir|kidnapping|ransom,111,English,USA,PG,4490375,1976,844,1.85,609,1,15.317447,17.05205929,4.665692355,1.632352941,136.5446429,0.318990043,4.623044097,50,HIT
 Black and White,Billy Wilder,183,125,0,180,Ray Walston,516,25445749,Comedy|Drama|Romance,Fred MacMurray,109335,1328,David White,2,apartment|elevator|elevator girl|love|mistress,241,English,USA,Approved,3000000,1960,417,2.35,0,0,14.91412318,17.05205929,7.479423192,1.309782609,451.7975207,0.388261851,0,66,HIT
Color,Adam Marcus,112,91,18,307,Leslie Jordan,935,15935068,Fantasy|Horror|Thriller,Kane Hodder,19331,2899,Erin Gray,0,brutality|evil|jason voorhees|paranormal phenomena|terror,317,English,USA,R,2500000,1993,805,1.85,949,1,14.73180169,16.58403284,5.371878449,2.805309735,60.78930818,0.322413793,0.006206897,33,AVG
Color,Alfred Hitchcock,64,128,13000,14,Lila Kedrova,18,25445749,Thriller,Tamara Toumanova,18656,70,David Opatoshu,1,defection|east germany|germany|iron curtain|scientist,137,English,USA,Approved,6000000,1966,16,1.85,933,1,15.60727019,17.05205929,3.240418097,2.107692308,135.1884058,0.253521127,183.0985915,60,HIT
Color,Michel Gondry,114,100,1000,220,Dave Chappelle,989,11694528,Comedy|Documentary|Music,Common,7721,2165,Lauryn Hill,0,block party|marching band|neighborhood|new york city|tyrannosaurus rex,72,English,USA,R,3000000,2005,744,1.85,635,1,14.91412318,16.27463168,2.897210263,0.626086957,105.7671233,0.456602031,0.461680517,21,HIT
Color,John Maclean,246,84,85,748,Kodi Smit-McPhee,13000,229094,Western,Michael Fassbender,27650,14696,Ben Mendelsohn,2,american west|bounty hunter|frontier|horse riding|outlaw,88,English,UK,R,20000000,2015,884,1.66,0,1,16.81124288,12.34189204,-0.988495875,0.356275304,310.6741573,0.884534259,0.005783493,11,HIT
Color,Michael Schultz,7,97,78,77,LisaGay Hamilton,685,25445749,Comedy|Drama|Music,Blair Underwood,1361,1163,Bobby Brown,0,actress shares first name with character|bar|car wash|city|d.j.,16,English,USA,R,3000000,1985,178,2.35,889,1,14.91412318,17.05205929,7.479423192,2,80.05882353,0.588487973,0.067010309,41,HIT
Color,Benny Boom,49,84,23,706,Donald Faison,1000,10017041,Action|Comedy|Crime,Omari Hardwick,8265,4815,Mike Epps,3,cocaine|package|slow motion scene|topless female nudity|wrong address,20,English,USA,R,3000000,2009,927,1.85,545,1,14.91412318,16.1197984,2.338234255,0.4,393.5714286,0.207641196,0.004775748,17,AVG
Color,Richard Brooks,42,146,174,125,Jean Simmons,556,25445749,Drama,Shirley Jones,7998,1444,Edward Andrews,1,1920s|evangelist|preacher|revival|traveling salesman,81,English,USA,Approved,3000000,1960,422,1.66,808,1,14.91412318,17.05205929,7.479423192,1.88372093,97.53658537,0.384775087,0.120415225,66,HIT
 Black and White,Stanley Kramer,73,186,176,760,Montgomery Clift,877,25445749,Drama|War,Maximilian Schell,44457,3847,Spencer Tracy,0,judge|law|nazi|nuremberg|war crime,176,English,USA,Not Rated,3000000,1961,862,1.75,0,0,14.91412318,17.05205929,7.479423192,2.378378378,251.1694915,0.227910603,0.045738046,65,HIT
Color,David Raynr,16,94,9,200,Deon Richmond,927,9016377,Comedy,Donald Faison,1004,1936,Countess Vaughn,3,apostrophe in title|bare breasts|female nudity|nude black woman|prom,8,English,USA,R,20000000,1999,209,1.85,143,1,16.81124288,16.01455326,-0.549153692,0.470588235,111.5555556,0.478575116,0.00464636,27,AVG
Color,Steven Spielberg,38,11,0,0,Seth Green,11,25445749,Animation|Comedy,Matthew Senreich,32923,11,Breckin Meyer,0,celebrity|robot|satire|sketch comedy|stop motion animation,75,English,USA,TV-MA,20000000,2005,0,1.33,1000,1,16.81124288,17.05205929,0.272273836,1.923076923,433.1973684,0.916666667,0,21,HIT
 Black and White,Howard Hawks,91,126,393,281,Walter Brennan,862,25445749,Action|Adventure|Romance|Western,Montgomery Clift,21316,2269,Harry Carey Jr.,0,cattle|cattle drive|cowboy|kansas|texas,162,English,USA,Approved,3000000,1948,376,1.37,0,0,14.91412318,17.05205929,7.479423192,1.760869565,130.7730061,0.379735683,0.173127753,78,HIT
Color,Nnegest Likké,37,99,18,233,Jimmy Jean-Louis,939,7059537,Comedy,Mo'Nique,8279,2321,Joyful Drake,0,female protagonist|size positive|thin|title directed by female|wet dream,101,English,USA,PG-13,3000000,2006,407,1.85,837,1,14.91412318,15.76989017,1.352728091,2.657894737,81.16666667,0.404392765,0.007751938,20,FLOP
Color,Richard Linklater,405,109,0,48,Ariane Labed,140,8114507,Drama|Romance,Seamus Davey-Fitzpatrick,95362,328,Athina Rachel Tsangari,1,friend|greece|greek|hotel room|twin,270,English,USA,R,3000000,2013,63,1.85,62000,1,14.91412318,15.90916413,1.704267577,0.665024631,351.8892989,0.425531915,0,13,HIT
Color,Christopher Leitch,29,95,4,152,Robert Neary,641,7888703,Comedy|Fantasy,John Astin,8465,1389,Kim Darby,1,falling in love|glowing eyes|insult|teenager|three word title,65,English,USA,PG,3000000,1987,168,1.85,491,1,14.91412318,15.88094242,1.629024658,2.166666667,128.2575758,0.461151079,0.002877698,39,AVG
Color,Don Coscarelli,81,97,152,135,A. Michael Baldwin,674,7282851,Action|Fantasy|Horror|Sci-Fi|Thriller,Angus Scrimm,9502,1395,James Le Gros,1,cemetery|female nudity|mortuary|sphere|tall man,100,English,USA,R,3000000,1988,174,1.85,812,1,14.91412318,15.8010331,1.427141286,1.219512195,94.07920792,0.482808023,0.108882521,38,HIT
Color,Michael Schultz,17,94,78,469,Kimberly Elise,912,6879730,Drama,Loretta Devine,806,3049,Clifton Powell,0,abuse|bishop|death|flashback|poverty,23,English,USA,R,20000000,2004,637,2.35,187,1,16.81124288,15.74409011,-0.655980701,1.277777778,33.58333333,0.299016393,0.02557377,22,HIT
Color,Patricia Cardoso,75,90,15,453,Lupe Ontiveros,953,5844929,Comedy|Drama,America Ferrera,6000,2510,George Lopez,1,education|factory|high school|mexican american|religious icon,109,English,USA,PG-13,3000000,2002,625,1.85,595,1,14.91412318,15.58108518,0.947993669,1.434210526,54.54545455,0.379530068,0.005973716,24,HIT
Color,Steven Spielberg,0,197,0,110,Jessica De Gouw,578,25445749,Drama|War,Rachel Griffiths,299,1400,Luke Ford,0,gallipoli|tv mini series|world war one,1,English,Australia,R,15000000,2005,476,2.35,367,1,16.52356083,17.05205929,0.696336844,1,149.5,0.412562455,0,21,HIT
Color,Deepa Mehta,91,117,375,31,Lisa Ray,1000,3222857,Drama|Romance,John Abraham,12560,1394,Seema Biswas,0,ashram|india|love|tradition|widow,147,Hindi,Canada,PG-13,20000000,2005,329,2.35,0,1,16.81124288,14.9857791,-0.838815209,1.597826087,84.86486486,0.716845878,0.268817204,21,HIT
Color,Damien O'Donnell,82,96,70,163,Jimi Mistry,883,4170647,Comedy|Drama,Archie Panjabi,14548,1616,Om Puri,0,england|marriage|muslim|pakistani|salford,161,English,UK,R,1900000,1999,183,1.85,1000,1,14.45736497,15.24358198,1.194448711,1.939759036,89.80246914,0.546072975,0.043290043,27,HIT
Color,Peter M. Cohen,48,82,0,51,Brian Van Holt,472,4142507,Comedy|Romance,Callie Thorne,3665,858,David Heyman,1,dating|diner|masturbation|urination|washington square manhattan new york city,81,English,USA,R,3000000,2000,324,1.85,131,1,14.91412318,15.23681196,0.380708764,1.653061224,44.69512195,0.549476135,0,26,AVG
Color,Mira Nair,33,109,300,200,Sarita Choudhury,729,4109095,Crime|Drama|History|Romance,Indira Varma,8239,1292,Rekha,0,courtesan|friend|kama sutra|seduction|wedding,92,English,USA,R,3000000,1996,257,1.85,0,1,14.91412318,15.22871361,0.369575142,2.705882353,88.59139785,0.563805104,0.232018561,30,AVG
Color,Nicole Holofcener,133,90,132,547,Thomas Ian Nicholas,1000,4033268,Comedy|Drama,Oliver Platt,9808,3692,Ann Morgan Guilbert,0,apartment|first date|neighbor|new york|new york city,53,English,USA,R,20000000,2010,864,2.35,0,1,16.81124288,15.21008777,-0.798296685,0.395522388,181.6296296,0.270782562,0.035743298,16,HIT
Color,Mel Stuart,104,89,21,124,Jack Albertson,240,25445749,Family|Fantasy|Musical,Peter Ostrum,128334,1011,Julie Dawn Cole,1,candy|chocolate|factory|miniaturization|sudden change in size,349,English,USA,G,3000000,1971,177,1.33,0,1,14.91412318,17.05205929,7.479423192,3.323809524,366.6685714,0.23715415,0.020750988,55,HIT
Color,Anthony Hickox,22,98,16,222,Zach Galligan,687,3902679,Fantasy|Horror,Julian Sands,3943,1806,Paula Marshall,0,druid|eclipse|rune|scalping|warlock,49,English,USA,R,3000000,1993,233,1.66,217,1,14.91412318,15.17717405,0.300792736,2.130434783,78.86,0.380188157,0.008854455,33,AVG
Color,Tom Schulman,30,95,45,267,George Hamilton,578,3559990,Comedy|Crime,Kristy Swanson,8005,1363,Dyan Cannon,0,camera shot of feet|female stockinged feet|female stockinged soles|nude pantyhose|pantyhose,49,English,USA,R,3000000,1997,341,1.85,417,1,14.91412318,15.08526857,0.186601133,1.580645161,160.1,0.423753666,0.032991202,29,AVG
Color,Terrence Malick,112,94,0,180,Stuart Margolin,820,25445749,Drama|Romance,Sam Shepard,37594,1618,Richard Libertini,0,farm|farm worker|grasshopper|harvest|wealth,181,English,USA,PG,3000000,1978,350,1.85,0,1,14.91412318,17.05205929,7.479423192,1.601769912,206.5604396,0.506485485,0,48,HIT
Color,Jill Sprecher,79,104,11,194,Rob McElhenney,11000,3287435,Drama,Matthew McConaughey,8603,12250,Amy Irving,2,attorney|happiness|house cleaner|physics|professor,115,English,USA,R,4500000,2001,813,1.85,430,1,15.31958818,15.00561849,-0.269399022,1.4375,74.1637931,0.897885887,0.000897886,25,HIT
Color,Darren Stein,49,87,18,844,Judy Greer,3000,3071947,Comedy|Crime|Thriller,Julie Benz,18711,9555,Jeff Conaway,3,best friend|bitch|friend|popular girl|prom,183,English,USA,R,3500000,1999,2000,1.85,0,1,15.06827381,14.93782245,-0.122265924,3.66,101.6902174,0.313938887,0.001883633,27,AVG
Color,Julian Schnabel,42,108,232,353,Michael Wincott,10000,2961991,Biography|Drama,Gary Oldman,15885,11459,Courtney Love,4,andy warhol|art|artist|friendship|street artist,78,English,USA,R,3300000,1996,721,1.85,0,1,15.00943333,14.90137257,-0.102395941,1.813953488,201.0759494,0.872600349,0.020244328,30,HIT
 Black and White,Noah Baumbach,345,86,387,270,Grace Gummer,962,4063238,Comedy|Drama|Romance,Greta Gerwig,43982,2260,Vanessa Ray,0,best friend|black and white|father daughter relationship|female protagonist|mother daughter relationship,139,English,USA,R,20000000,2012,481,1.85,11000,0,16.81124288,15.217491,-0.79679826,0.401734104,314.1571429,0.425475453,0.171163202,14,HIT
Color,Gavin Hood,152,94,151,29,Nambitha Mpumlwana,113,2912363,Crime|Drama,Terry Pheto,25063,278,Rapulana Seiphemo,1,baby|bathing a baby|criminal|slum|vomiting,177,Zulu,UK,R,3000000,2005,64,2.35,0,1,14.91412318,14.88447568,-0.029202599,1.156862745,140.8033708,0.405017921,0.541218638,21,HIT
Color,Todd Solondz,148,134,377,812,Jon Lovitz,22000,3000000,Comedy|Drama,Philip Seymour Hoffman,55329,36859,Dylan Baker,9,ensemble cast|episodic structure|satire|social satire|suburb,499,English,USA,R,3000000,1998,11000,1.85,0,1,14.91412318,14.91412318,0,3.348993289,110.658,0.596852957,0.010227889,28,HIT
Color,George Gallo,23,89,269,24,Joe Howard,489,2223990,Comedy|Documentary,Eddie Griffin,761,539,Robert Noble,1,african american|family relationships|stand up comedian|stand up comedy,14,English,USA,R,3000000,2003,26,1.85,26,1,14.91412318,14.61481389,-0.258583805,0.583333333,50.73333333,0.905555556,0.498148148,23,HIT
Color,Kevin Smith,254,102,0,387,Haley Joel Osment,40000,1821983,Comedy|Drama|Horror,Johnny Depp,31089,43810,Michael Parks,0,canada|human becoming an animal|mad scientist|part of trilogy|walrus,261,English,USA,R,3000000,2014,3000,2.35,20000,1,14.91412318,14.41543658,-0.392541486,1.023529412,118.6603053,0.913012714,0,12,AVG
Color,Chan-wook Park,305,120,0,38,Ji-tae Yu,717,2181290,Drama|Mystery|Thriller,Min-sik Choi,356181,852,Hye-jeong Kang,0,brother sister relationship|hypnosis|imprisonment|love|revenge,809,Korean,South Korea,R,3000000,2003,78,2.35,43000,1,14.91412318,14.59542746,-0.272812396,2.64379085,439.7296296,0.84056272,0,23,HIT
Color,David Nixon,19,110,13,221,Michael Bolten,439,2848578,Drama|Family,Robyn Lively,3942,1567,Christopher Schmidt,0,cancer|faith|hope|letter|prayer,65,English,USA,PG,3500000,2010,399,1.78,0,1,15.06827381,14.86233083,-0.186067409,3.25,59.72727273,0.27997449,0.008290816,16,HIT
Color,Jason Eisener,272,86,59,104,Robb Wells,694,703002,Action|Comedy|Thriller,Gregory Smith,37495,1249,Molly Dunsworth,4,hobo|pedophile|rampage|shotgun|vigilante,230,English,Canada,Not Rated,3000000,2011,324,2.35,37000,1,14.91412318,13.46311644,-0.765410863,0.842490842,162.3160173,0.5552,0.0472,15,HIT
Color,Enrique Begne,5,101,0,165,Héctor Jiménez,574,3105269,Action|Comedy,Kevin Pollak,368,1335,Erick Elias,2,based on novel,8,English,Mexico,R,3000000,2016,327,2.35,174,1,14.91412318,14.94861123,0.035077974,1.333333333,40.88888889,0.429640719,0,10,AVG
Color,Matthew Bright,65,102,9,221,Dan Hedaya,904,25445749,Comedy|Crime|Drama|Thriller,Bokeem Woodbine,22246,1663,Robert Peters,1,freeway|nightmare|police|school|trailer park,196,English,USA,R,3000000,1996,281,1.85,0,1,14.91412318,17.05205929,7.479423192,2.96969697,112.9238579,0.543269231,0.005408654,30,HIT
Color,Michael Landon Jr.,5,87,84,331,Kevin Gage,702,252726,Drama|Family|Western,William Morgan Sheppard,1289,2715,Brianna Brown,0,19th century|faith|mayor|ranch|sheriff,18,English,USA,PG,3000000,2006,366,2.35,76,1,14.91412318,12.44006513,-0.915452849,3,67.84210526,0.258468336,0.030927835,20,HIT
Color,Andrea Arnold,248,123,121,168,Harry Treadaway,13000,373060,Drama,Michael Fassbender,47385,13636,Jason Maza,0,15 year old|dancing|essex|little sister|suburb,112,English,UK,Not Rated,20000000,2009,260,1.33,0,1,16.81124288,12.82949722,-0.981297935,0.449799197,419.3362832,0.953288847,0.008872919,17,HIT
Color,Whit Stillman,152,99,89,322,Megalyn Echikunwoke,962,1007535,Comedy|Drama|Romance,Greta Gerwig,7625,2452,Zach Woods,5,college|college campus|dance craze|depression|fraternity,54,English,USA,PG-13,20000000,2011,476,1.85,0,1,16.81124288,13.8230183,-0.949575771,0.352941176,138.6363636,0.39217285,0.036282104,15,AVG
Color,Steven Spielberg,10,173,0,476,Colm Feore,723,25445749,Horror|Sci-Fi|Thriller,Craig T. Nelson,2011,3149,Megalyn Echikunwoke,3,author cameo|family relationships|island|monster|two part tv movie,33,English,USA,R,20000000,2005,539,1.78,518,1,16.81124288,17.05205929,0.272273836,3,59.14705882,0.22952381,0,21,AVG
Color,Leslye Headland,156,87,21,416,Adam Scott,4000,418268,Comedy|Romance,Kirsten Dunst,37156,8353,Andrew Rannells,3,bachelorette party|drug use|high school|overdose|wedding dress,129,English,USA,R,3000000,2012,3000,2.35,0,1,14.91412318,12.94388005,-0.86029057,0.821656051,285.8153846,0.478812545,0.002513766,14,AVG
Color,Steven Spielberg,7,44,0,246,Megan Hilty,786,25445749,Comedy|Drama|Horror|Sci-Fi|Thriller,Danny Pino,2948,1551,Zach Grenier,0,brains|exploding head|politician|swarm behavior|washington d.c.,28,English,USA,R,20000000,2005,341,16,3000,1,16.81124288,17.05205929,0.272273836,3.5,101.6551724,0.506443299,0,21,HIT
Color,Bobby Roth,1,120,40,249,Aaron Ashmore,912,25445749,Drama|Family|Music,Virginia Madsen,758,2330,Lindsey Haun,2,based on a book|based on a novel|made for tv movie|music school|support,27,English,USA,PG-13,20000000,2004,750,2.35,47,1,16.81124288,17.05205929,0.272273836,13.5,27.07142857,0.391248391,0.017160017,22,AVG
Color,Tim Heidecker,82,93,78,197,William Atherton,536,200803,Comedy,Michael Gross,7988,1467,Bob Ross,3,film in film|man with glasses|reference to steven spielberg|self referential|shopping mall,71,English,USA,R,3000000,2012,317,1.78,0,1,14.91412318,12.21008459,-0.932754748,0.855421687,110.9444444,0.365122616,0.053133515,14,AVG
